gender,age,remuneration (k£),spending_score (1-100),loyalty_points,education,language,platform,product,review,summary
Female,34,79.54,86,4555,Basic,EN,Web,3112,"We have Drizzt and enjoy playing it. Even our younger kids are able to join in. (They are ages 7 & 5). We haven't cracked this one open yet (Father's Day gift), but expect nothing less than an amazing fun time.",Family and friends fun!
Male,44,80.36,15,881,PhD,EN,Web,8923,"Just got it yesterday and ran a solo adventure for myself. Basically HeroQuest on steroids. Enjoyed it, can't wait to run a full game with some rule variants.","Enjoyed it, can't wait to run a full game ..."
Female,29,80.36,88,4320,graduate,EN,Web,8933,"Be careful ordering this. My disk 5 was corrupted and scan disk couldn't fix it! Had to get Wizards to send another, which they did right away.

Graphics: excellent VGA graphics. Make sure you have at least 8mb of ram, because when Ashardalon appears during the final chapter it WILL freeze up your system!

Sound: will not work. Have the latest SoundBlaster card. Can't get any help on this one.

Gameplay: as long as you got the system requirement you'll have a great time. Light dnd gameplay that certainly satisfies the itch, especially if you can't get your dnd group together. Much better game than Menzoberranzan",Disk #5 was corrupted; requires too much ram
Female,39,81.18,39,2235,PhD,EN,Web,8962,Wonderful game!,Five Stars
Male,32,81.18,97,5084,graduate,EN,Web,9064,"This game gets some things right. The components are well manufactured and will likely last for many a playthrough, the system is simple and pretty easy to master. Beyond that, it's just mediocre at best. The gameplay is shallow, lacking anything but the most superficial of narratives, the character development/leveling and the combat system are oversimplified to the point of dullness, the environments are monotone, and the theme is superficial. Markers and tiles just feel lifeless and nothing compels the player to keep playing once the thrill of repeatedly rolling a d20 (the ONLY die in the game) wears off (which probably already has or you wouldn't be reading this). Little flexibility in character customization, no damage randomization, a shoehorned encounter system that typically throws out non-sequitur attacks and penalties, and lackluster scenarios that read like 7th grade recess fiction. I will say that the minis included in this game are well modeled and of good quality. I think this is where the game gets its five star ratings. Once the thrill of opening and looking at a box of toys wears off, though, you are left holding one intensely flat gaming experience bag. I'd recommend looking elsewhere for a solid dungeon crawler, because this one is just not quite it.","It's pretty meh, sadly."
Female,53,82.82,24,1469,postgraduate,EN,Web,9080,"Tough game to learn just out of the box. Went online and watched some videos which helped A LOT. Played it first time though and ran into all sorts of things that weren't covered in the video so I was lost. After just playing a couple times though and having the manuals with you to reference, it became a lot of fun with no need to reference the manuals. All in all, it's a fun board game. Not just for ""nerds"" either. All can have fun with this game.",Great board game
Male,32,82.82,68,3636,PhD,EN,Web,9119,"Tons of replay value (due to randomized boss encounters) not to mention more than a few adventures in the book already. The only downside being that technically speaking, you can't ""carry over"" your character from one adventure to the next, but that's what house rules are for.",Good small group activity
Female,39,84.46,17,1014,graduate,EN,Web,9150,I enjoyed the lod and castle ravenloft and enjoyed this one as well.,Five Stars
Female,38,84.46,85,5019,graduate,EN,Web,4047,"If you, like me, used to play D&D, but now you and your friends ""growed up"" and can't be together because all the responsibilities and bla bla bla... this game is for you! Come to the Dungeon!","like me, used to play D&D"
Female,36,84.46,23,1328,PhD,EN,Web,4065,"...but may be intimidated by the seemingly endless calculations, and/or may not be able to get a reliable group of players together. I never played D&D for those very reasons, but after doing some research on this game, I found out that you can play solo. There are 13 adventues included, and the replay value is high since the adventures are unfolded differently each time by how the dungeon tiles are shuffled, along with the creature/treasure/encounter cards. The rule book is thankfully thin, and is mostly clear with it's delivery. There are a ton of pieces, but as long as you have some sandwich bags, you should be ok.

So far I've completed the first adventure, and I like how they didn't throw all of the rules at you (locked doors, for example).

I also like the idea of taking the components from the other 3 games and putting them together for one giant adventure.

I subtracted a star just because the tokens and pieces should have been organized in bags, and some of the rules seem confusing (but not enough to distract the player from having fun).

Highly recommended.  I can't wait to try the other 3 games in the series...",For Those Who Want To Try D&D...
Female,34,84.46,69,3880,diploma,EN,Web,3711,"With tons of replay value, this tense, cooperative adventure has quickly became one of my favorite casual games. You would think that, without a DM, the pacing wouldn't flow, but the designers were clever in forcing you to keep exploring to avoid hazards and traps. You never know what could be slithering around the corner.

What I love is how customizable it is. Yes, you should follow the rules to a T, but you can also shuffle in pieces from other D&D board games like Castle Ravenloft and Legend of Drizzt. Doing so can create massive mazes of randomized monsters. If you're getting even more invested, create your own heroes and villains from scratch by rolling in Reaper or other mini figures. You also get a horde of miniature figurines that would otherwise cost $50 so the value is well worth it.

I only wish I'd found out about these games sooner.","A brilliant system for cooperative dungeon crawling, minus the DM"
Male,35,92.66,8,500,PhD,EN,Web,977,I own all 4 of the Dungeons and Dragons Adventure System sets. fun simple dungeon crawling game. plays well solitaire and will combine with all of the other adventure series sets. will also combine with Dungeons and Dragons Dungeon Command Sets as well.,fun simple dungeon crawling game
Female,38,92.66,91,5895,graduate,EN,Web,979,"I haven't actually played the game, I bought it just for the minis, so this review pertains to the minis only...

They are very nice, and you get a lot of them for the price:
1 red dragon
1 otyugh (big tentacle guy in back)
1 rage drake
1 gauth (like a small beholder)
3 bears
3 gibbering mouthers (blob monsters)
3 grell (brain monsters)
3 kobold warriors
1 larger kobold warrior
3 devil warriors
3 cultists
3 orc archers
3 orc warriors
1 orc shaman
3 duergar (dark dwarf) guards
1 duergar captain
3 snakes
1 female dwarf fighter
1 female elf paladin
1 male human cleric
1 male dragonborn wizard (could probably pass as female)
1 male half-orc rogue",Great box of minis for the price!
Female,45,98.4,16,1156,graduate,EN,Web,1012,Super fun game great game for you to use your imagination,Super fun
Female,37,98.4,79,5377,PhD,EN,Web,1031,"The game isn't nearly as fun as D&D, but it has lots of items that can be added to your current D&D game.",Watered Down D&D
Female,43,103.32,28,2104,PhD,EN,Web,1459,"Finally played it with my wife and kids. We had hours of fun. Took a bit to figure out the rules, but, seriously, and entire saturday afternoon and night dissapeared. Id want those hours back, but who cares, we were slaying grell and kobolds.",We had hours of fun. Took a bit to figure out the rules
Male,34,103.32,74,5091,graduate,EN,Web,1463,This is by far my favorite out of the D&D Board Games. Fun and easy to learn. I even got my family to play it with me.,Best One in the Series
Male,34,112.34,18,1346,PhD,EN,Web,1473,VERY HARD TO WIN,Four Stars
Male,32,112.34,83,6020,PhD,EN,Web,1497,Played this with my girlfriend.  Changed it into a drinking game where if you kill a monster you shotgun a beer.  It was amazing haha,It was amazing
Male,18,12.3,39,210,graduate,EN,Web,1501,Fun for the first few games but left a lot to be desired,It's fun but no replay value
Male,23,12.3,81,524,graduate,EN,Web,1506,Really fun game,Five Stars
Female,22,13.12,6,40,graduate,EN,Web,123,Game is hard and frustrating at first but is fun once you get the hang of it,Four Stars
Female,25,13.12,77,562,graduate,EN,Web,486,If you play Dungeons and Dragons. Then you will find this board game to be dumb and boring. Stick with the real thing.,Then you will find this board game to be dumb and boring
Female,33,13.94,40,366,graduate,EN,Web,830,Fun game to get you started in the world of D&D.,Five Stars
Female,24,13.94,76,573,PhD,EN,Web,1175,Great! Thank you.,Great!
Female,37,14.76,6,61,diploma,EN,Web,1183,great game,Five Stars
Female,25,14.76,94,772,graduate,EN,Web,1212,great figure booster for normal dnd haven't played the game yet.,Five Stars
Male,66,15.58,3,31,PhD,EN,Web,1241,I bought this game based on advertising in another game called Lords of Waterdeep.  Wrath of Ashardalon is very different and may not be for everyone.  The game mechanics are quite different and so far I don't feel it has the same level of entertainment as Waterdeep.  One attraction of Ashardalon is that it can be played solo but I feel it is a little too simplistic in its gameplay.,I bought this game based on advertising in another game ...
Female,32,15.58,72,724,PhD,EN,Web,1307,Great game and great miniatures.,Five Stars
Male,69,15.58,14,138,diploma,EN,Web,535,Great game and models. A lot of fun and room for variety.,Great Game
Female,37,15.58,99,1067,postgraduate,EN,Web,577,Great game!  Long but that is to be expected when playing D&D :),Great game! Long but that is to be expected ...
Female,57,16.4,15,179,PhD,EN,Web,618,I wish someone would play it with me.,I love everything about this except the loneliness.
Female,26,16.4,77,721,graduate,EN,Web,624,I love it.!,Five Stars
Male,39,16.4,13,150,graduate,EN,Web,760,So much fun! Love playing w the kids and fiance. Needed clarification of how to play using a YouTube video link.,Hours of fun
Male,24,16.4,79,701,graduate,EN,Web,231,"I wish I'd watched some of the gameplay videos of Ashardalon before buying. As others have mentioned, it's not an RPG, it's a board game. But as a board game, it's a particularly bad boardgame. It's punishingly difficult, and there is little theme. It begs for house rules to clean up the terrible Encounter Card system.

I tried playing aggressively, and was quickly overwhelmed with critters to kill. I tried playing cautiously, and my party was wrecked by encounter cards. It just doesn't feel like a proper dungeon crawl if you've killed five monsters and lost half of your characters' HP before you've left sight of the staircase. It's more like a combat game set in a wacky arena where bad stuff happens all the time. Seen another way, it is like a puzzle game, where you have to balance risk (generally too much) against reward (generally too little), and hopefully survive long enough to reach the objective. But in no way does it feel like a dungeon crawl. And, importantly, it's a poor introduction to RPG elements.

But clearly I am in the minority; this is a well-reviewed game. I simply wish to offer a dissenting opinion. To me, Ashardalon is not fun to play.

I'm selling my copy and I'm going to try Mice and Mystics instead. That looks more like what I was hoping Ashardalon would be, with a balance of teen-friendly story, adventure, and combat, with no need for a DM. I'm also eager to try Arcadia Quest.

I grant two stars in my review instead of one because the bits in the box are FANTASTIC. Excellent miniatures and board pieces. It's top-notch presentation, and looks fantastic when you take it all out of the box.",Disappointing.
Female,37,17.22,35,417,graduate,EN,Web,2139,"This game is very fun and all of the materials in the game are nicely made. It isn't just cheap toys. I also loved the shipping, came very quickly.",This game is very fun and all of the materials in the game are ...
Male,22,17.22,66,579,PhD,EN,Web,2162,I would have given it a 4 if my Cleric didn't fall into a pit on the first turn. I couldn't roll my way out of it... damn.,I would have given it a 4 if my Cleric ...
Male,51,18.86,29,406,diploma,EN,Web,2173,"About a month ago I began to play dungeons and dragons, I have never played until then and it was interesting. So I was hoping I could brand d&d to my family so I bought this game. This is completely different then role playing. It is way more challenging and not as fun. But ad for a board game it's ok. Very confusing at first and probably still. Hope my rant made sense!",Not quite as fun as roleplaying d&d but...
Female,37,18.86,98,1278,postgraduate,EN,Web,2253,Great game if you like dungeon crawlers. My biggest complaint is that the rules are not very clear on many aspects especially monster movement and placement. Do these monsters walk right into our caltrops?! Of course they do there is nothing specially stating how they move. The game also could be a tad harder as we usually have little to no trouble beating it so I decided to include a picture were we were smashed into the ground by our enemies!,Great game if you like dungeon crawlers
Male,37,19.68,35,476,postgraduate,EN,Web,2261,"As a disclaimer, one of my villain cards came with a factory defect where the machine burned into it but that should be a rarity. As far as the rest, these are the BEST miniatures I've ever had. The Cave Bears are my wife's favorite, while I LOVE the Otyugh! The insane number of Orcs, Duergar, extra Kobolds and devils is frickin' AWESOME!!! Seriously, this is more well balanced with even more new game features that stand to be even better than the previous Castle Ravenloft game.",Best. Boardgame. EVER!
Male,27,19.68,73,840,postgraduate,EN,Web,1940,"Amazing is all I can say to describe this, if you are a fan of Neverwinter Nights, Baldur's Gate, Divinity: Original Sin, or other RPGs similar to these; then imagine a board game version of those games and this is what you get. Absolutely amazing.",Amazing is all I can say to describe this
Female,44,20.5,5,75,postgraduate,EN,Web,1945,what a detailed game very nicely done looks great.,Five Stars
Male,33,20.5,73,982,PhD,EN,Web,1970,"the two notable negatives to this latest round of DnD-lite releases are:

1 - discouragingly varied element of 'randomness' - negative experiences that the players could not possibly have anticipated, accommodated, or dealt with. sometimes you just get stuck in a room full of lava with enemies that repeatedly paralyze you and your one chance to heal yourself fails.

2 - there's no real 'role playing' involved here - it's RPG--style combat, and your characters have some stats and equippable items, but you're just playing with 'pawns' in the end - no in-game incentives to actually include a story or 'play' a character.

both of these shortcomings can easily be addresses with some judicious house-ruling or one of the players stepping up to 'play' the role of the DM (a position ostensibly unnecessary in this game) - but it's worth noting that out-of-the-box, these two elements do seem lacking.

Now - all that aside - this is a super fun and 'lite' way to get into an RPG tactics battle game, sort of an excellent introduction to larger scale miniature war games or more story-based RPG adventure scenarios, and it comes with a surprisingly useful collection of figures (the big boss characters are pretty rad) - as long as you know what you're sitting down to, it can really be a lot of fun to play.",both of these shortcomings can easily be addresses with some judicious house-ruling or one of ...
Female,53,22.96,14,238,graduate,EN,Web,2793,It is an awesome board game and got here in great timing,Five Stars
Male,29,22.96,82,1150,postgraduate,EN,Web,195,I love this board game I'm planing on buying the other two in the future.,Five Stars
Female,43,22.96,32,534,graduate,EN,Web,107,"Brutal. You have to really plan out and strategize to win. Just the first adventure alone is already a meat grind, meaning monsters are grinding your flesh every step. The game is unforgiving. Make sure to read the rules on drawing Encounter Cards. Rulebook clearly says that if you didn't draw any dungeon tiles or you drew a dungeon tile with a black arrow, that you must draw an Encounter card. Translated to: If you stand around doing nothing, you will get either be Cursed, Trapped, Ambushed, Sniped Upon, fall into a Lava Pit, and be chased by Boulder all over the map, not to mention, Magwa walls where your Hero ends up adjacent to a wall, you lose 1 point of damage. Would I recommend this game? YES! The game is frustrating to a point that you wonder how do you ever complete a scenario. And that's the beauty of this game...it's not a walk in the park. You roll a D20 on this. Tons of monsters, loot, and encounters, beautifully made miniatures. It's a great game that requires patience. And yes, close the door when you're playing this if you have any kids around. The amount of expletives and dirty words will surely come out of your mouth when you are so close to killing a monster only to roll a ""1"". Highly recommended.",Brutal but Fun!
Male,37,22.96,61,969,graduate,EN,Web,811,"Great game!! It is like playing D&D without all the overhead of a DM (everyone is a DM in a way).
Check out youtube for game setup and play really helped as the game setup rules at first can be overwhelming for some folks.",Great game!
Female,38,23.78,31,515,PhD,EN,Web,2814,"Include all items ,  got the package quickly",One of the best
Female,25,23.78,87,1151,graduate,EN,Web,2829,"Other reviews go into the specs of what's in the box, so I'm gonna keep this review opinionated.

I'm extremely happy with this game.  High quality, not very high, pieces: the minis look great, the tiles are wonderful, the cards are great.  It's a very fun game, and I enjoy it just as much by myself than when I play with a full group.

A couple negative things, but not too big, in my opinion, are due to packaging, some of the minis with swords or objects that stick out away from the mini can be bent when you open them.  This doesn't bother me that much, but I could see it bothering people who enjoy painting minis.  Another negative remark is the rulebook leaves a lot of gray area in certain situations during gameplay.  This isn't so bad if you can improvise a way around it, but it can definitely slow down play, and creates a lot of confusion.

Overall, this is a great value buy.  I don't think you can 30+ minis of this quality anywhere for this price, and the Ashardalon mini is beautiful.  I love this set.","Great game, great value."
Male,62,24.6,4,69,PhD,EN,Web,629,game is fun have played with many friends,Four Stars
Female,23,24.6,73,944,graduate,EN,Web,3645,"A simpler take on Dungeons and Dragons. No need for a DM, the game plays it out for you. Do you just want to dungeon crawl? Hack and slash your way to victory! Solo missions are available and this game can be mixed easily with other editions of the games! Tons of cards and miniatures. Worth every cent.",Excellent introduction to Dungeons and Dragons.
Male,52,27.06,4,80,PhD,EN,Web,3657,"It is ok because the game is a tad too mechanic, almost soulless. If you are into hack and slash, then this may be good for you but there is no room for role playing (not even a tiny bit) the cards have the briefest descriptions, and most basic imagery. Neither of which stimulates imagination.

The nice thing about this huge box though are the minis. Tons of very high quality minis...",Meh...
Male,17,27.06,92,1042,PhD,EN,Web,3667,"My husband and I have been playing RPGs since, yes, the late 70s. I stole my brother's Basic D&D set, when he left it on his shelf and didn't touch it for over six months. He never missed it. I state this to let the reader know that I do, indeed, have a hefty background in Dungeons and Dragons.
My son just turned 11. He's been gaming with us since last summer, so he's getting the hang of this cooperative roleplaying thing.
Last night, we sat down to play this, with our partner, so we were a group of 4. It took some head-scratching, and re-reviewing the rules, and on-the-spot house-rule-making, but we had a blast.
We had a BLAST.
We won the first scenario, but lost the second one (ran out of Surge markers). We'll be painting up the miniatures over the next few weeks, and definitely going into our Family Game Night rotation, with Talisman, Ticket to Ride, Risk, Monopoly, and Fluxx.",A winner at our house!
Female,49,27.06,14,281,graduate,EN,Web,3678,"gave it four stars because of the total increase in difficulty, if you are just starting out with these boxes...get legend of DRIZZT, its easier to grasp.
i combined this box with drizzt because i enjoyed the monsters as well as the very cool treasure cards!! however the encounter cards in this box are crazy ridiculous!","this would be for advanced D&D players, or those who enjoy a real challenge"
Female,23,27.06,81,1152,PhD,EN,Web,2079,"Before I purchased and played this game I had absolutely no idea if I would be able to defeat a dragon in real life. I wanted to believe I could, for love, for power, for gold, but I always felt in the back of my mind I would probably just die really fast. This game proved to me that I do indeed have the skill necessary to slay a dragon in real life, It has bolstered my confidence in such a way that ladies are now hanging all over me. I am no longer afraid of a dragon. Now my only concern is that the stick I use to pry women off of my confident form will one day break I will will be suffocated by passion.",Get a stronger pry stick
Female,40,27.88,17,338,diploma,EN,Web,2114,This was given as a gift and the recipient was thrilled. The game play is perfect for both advanced players of D&D and those who are just beginning. Gameplay can be incorporated with other game systems. The 'minis' are awesome and are capable to be utilized in other games. The cards and puzzle board pieces are sturdy and are of a good quality. Highly recommended.,Perfect for Board Game and/or D&D Lovers
Female,32,27.88,73,1314,postgraduate,EN,Web,2130,Awesome,Five Stars
Female,38,30.34,26,551,PhD,EN,Web,3865,"Bought this as a gift for a teenager who is really into the D&D games. It had high ratings from others who purchased it, so I also bought it. Hope she likes it!",Bought for a Secret Santa Gift
Female,22,30.34,75,1159,graduate,EN,Web,3878,"Item arrived on time, packaged well, undamaged, no complaints of any kind with purchase.  I have enjoyed playing the other two D&D board games with my kids, I am sure we will enjoy adding this one to the mix.  I don't feel obligated to stick to every last detail of the official rules, the wonderful thing about D&D is the flexibility it gives you to streamline things as you see fit and add in other things for variety.",Very satisfied
Female,67,31.16,35,715,graduate,EN,Web,3885,"It took a few minutes to figure out everything but once we got the hang of it, the game was pretty fun.",the game was pretty fun.
Male,26,31.16,92,1637,PhD,EN,Web,3887,"Bought it to play with my boys (8 and 5) as an introduction to D&D. They are a bit too young to understand the strategies (takes a bit of help from Dad), and it runs a bit long for their attention span, but they picked up the rules and game play quickly. Have had the game for just under a year, and we have played about six times with a lot of enthusiasm and continued desire to play again. Materials are of great quality (they take the abuse of my kids very well), especially the figurines.

Great introduction to D&D for young players; I love letting them role play out their hits on the monsters. I can't wait to play with them more as they get a bit older.

Negatives: I can see getting bored playing it with adults more than a handful of times, unless you added more tiles, monsters, and scenarios from the other games in the series.","Fun, Quality Materials, & Good Introduction to D&D for Kids"
Male,46,31.98,36,849,diploma,EN,Web,3896,"Lots of fun for family game night, for kids and adults.",Five Stars
Female,33,31.98,61,1280,graduate,EN,Web,3955,"I couldn't be happier. This game is worth the buy for the minis alone. It's also great when your gaming group is just too tired to RP fully. Sometimes the group is distracted, or the DM is out of it. Break out any of the D&D board games, and play D&D lite. Plus you can still RP a little.",D&D lite!
Female,49,31.98,28,664,diploma,EN,Web,3967,"In a nutshell... this game is slightly more challenging than Legend of Drizzt. So if you're a first time buyer from this series, I definitely would recommend holding off on this installment. That said, the classes are varied, the miniatures are exceptionally detailed, and the amount of content is unparalleled for a casual boardgame. I'm not exactly into table top games, but I do enjoy these because they are accessible and different from my usual go to games.","Difficult, but fun"
Female,26,31.98,65,1187,graduate,EN,Web,405,Great game having much fun with it.,Five Stars
Female,49,32.8,55,1338,graduate,EN,Web,615,Bes,Five Stars
Female,29,32.8,47,942,postgraduate,EN,Web,876,"We have been very happy with this game.  We are still learning how to play it,  it is quite a complex game. I was very pleased with the price.  I have heard of other people who have paid significantly more than we did.",We have been very happy with this game
Female,29,32.8,42,842,graduate,EN,Web,4459,Fun and Enjoyable.,Five Stars
Female,33,32.8,42,904,graduate,EN,Web,999,good product and delivery times,good product and delivery times
Female,49,34.44,52,1328,diploma,EN,Web,815,Great game.,Five Stars
Male,35,34.44,60,1395,postgraduate,EN,Web,326,"Awesome game.
I bought it to play with my son and we have so much fun.
Throw in a couple of house rules to make people role play and then sit back and laugh",Awesome game. I bought it to play with my ...
Female,33,35.26,54,1249,diploma,EN,Web,6215,AWSOME .,Five Stars
Male,58,35.26,60,1529,graduate,EN,Web,6233,"Fun game for the family.  It's frustrating at times as it can easily get stacked against you.  We sometimes have to apply ""house rules"" to get through a game, especially with encounters.",Fun game for the family
Female,49,35.26,45,1177,Basic,EN,Web,978,"Wife and I played our first co-op crawl and had fun. Single die (1d20) to roll for everything!

Rules leave a little to the imagination witch is a bit frustrating when it comes to board games like this. Not that you'd expect EVERYTHING to have been answered, but there are some empty spaces in the rules that just slow down the game when you can't find what you're looking for and have to ""vote"" on it.

It's been mentioned before, but the tiles are ultra bland. All gray squares or brown squares. Not at all pretty. Functional, but ugly. Also, I tire of the excessive use of ""customized"" counters in these games. TONS of little pieces to keep track of in baggies that would better benefit as extra dice in the box or some form of spinner to dial in my HP. Get creative on how you track consumables in WoA and you'll save yourself some grief. My wife and I use appropriate size dice for health instead of handfuls of ""HP"" chips.

All in all still a really fun game. Minis look pretty good. I think the makers of Descent put more effort in their product in terms of miniature and dungeon tile quality/detail, but that's a competitive game. Get this if you like co-op dungeon crawling. It's still worth it. I'll be getting the follow up, too if that tells you anything.",Great co-op game: rules need some help
Male,45,35.26,41,1062,graduate,EN,Web,9507,Good quality,Five Stars
Female,50,36.08,50,1338,postgraduate,EN,Web,9529,"In a nutshell, it is 4th edition DnD with tabletop miniatures and maps included.  it has the ""core rules"" incorporated for a board game edition of DnD and allows for mixing and matching between this game and the other two titles of this genre.  I have a few friends over  once in a while to play, and it's nice because we can geek out without having to go through all the headaches of keeping up with full blown DnD ""stuff"" (character sheets, and special rules, and new books, and edition changes, etc).

Not quite as much fun as I used to have playing first edition rules when I was a kid, but it fits the bill for what I need at this age.

This is by far my favorite of the 3 titles...  I think a game called dungeons and dragons should have you entering a dungeon and fighting a dragon.  This one DELIVERS and then some.",nerdy goodness with training wheels
Male,71,36.08,46,1014,PhD,EN,Web,9530,"My son loves these games, this is his third one and the boys play for hours! I like the fact that it gets them off the computer and using their minds!",Dungeons and Dragons
Female,29,37.72,51,1175,graduate,EN,Web,9560,"I like wizards of the coast's game.
not bad. I think it's very collectible game.
recommend to D&D adventure Board game mania.",Good
Male,52,37.72,46,1285,graduate,EN,Web,9595,"Pros: This game has helped reintroduce me and my friends to table top games.  We now get together to play table top games once a month.  Setup is fairly easy.  Gameplay is quick.

Cons: Rules are vague at times.  After playing three or four dungeons it became boring and we found ourselves.  They try to change things up, but pretty soon every dungeon feels the same.  Also, it is so predictable.  Every room has a monster, drawn from a random card.  I know that a random monster sounds like the opposite of predictable... but you know that behind every tile is a monster, so you plan strategy accordingly.  We moved onto Descent, Arkham Horror, and real D&D.  As well as the Game of Thrones strategy.",It is ok for starters
Male,72,37.72,56,1264,postgraduate,EN,Web,9596,I love this game.  One of the best things about it is you get to paint the figures any way you want.  That is half of the fun!,Fun game
Male,18,37.72,55,909,postgraduate,EN,Web,9597,"My 12 year was super surprise to open his gift for christmas. He enjoys playing with his brother 13yrs old. They both like the quality of the game board, the cards and the play pieces are crafted marvelous. They even play with his father.",The big surprise for christmas
Female,69,38.54,52,1272,PhD,EN,Web,9612,This is a fantastic game to get someone started in the world of dungeons and dragons.  My family has already enjoyed several hours playing it.,Great game
Female,53,38.54,59,1681,postgraduate,EN,Web,9635,"If you are a fan of Dungeons and Dragons or other adventure/exploration games, you should definitely give WoA a try.  My two kids (13 & 15) and  I have not been able to stop playing since we got this.  The game requires no ""Dungeon Master"" and it pits you and your friends against the dungeon beasts.  Several scenarios can be chosen to launch the game, and these varying in difficulty and duration.  We found that the first two scenarios were more about learning the flow of the game, but things really got fun in the third scenario (first one that used the chamber tiles).

The game comes with predetermined heroes, from which each player chooses.  Each has unique abilities, with cards to remind you of the damage, healing or characteristic of abilities.  The dungeon is created from tiles that are randomly selected as the game progresses.  Each dungeon tile explored has either a random monster, random encounter, or both.  Monsters are ""handled"" by the player that drew them, but they come with an attack strategy.  While the monster cards are not that great to look at, they do give a fairly detailed attack strategy that allows the player to determine which hero the monster attacks or other actions a monster may do (ex. Kobolds love to go looking for help from their friends).  The monster and hero figures are high quality, but are unpainted.  If you desire to paint the figures, do some web searching and you will quickly find a vast community of gamers willing to help you.  My kids and I were ecstatic to find that our monsters from the Dungeon Command series were compatible with WoA.  Mixing our monster cards from Dungeon Command into the monster deck from WoA makes things even more challenging.  There's nothing more intimidating than revealing you chamber monsters and realizing you have to face an Ogre and a Dracolich, along with the baddies already in play.

I do have a few minor complaints.  The box is IMPRESSIVE and high quality.  The choice of heroes is a bit strange, and I wish they'd included male and female version of both.  The instructions manuals are printed on thin paper, and given the extremely high quality of the other components, they definitely should have made the manuals more durable.  The artwork on the monster cards is boring compared to those from the Dungeon Command series.  I wish they would have made the treasures that Increase Armor Class or Attack ""stackable"", so that they were easier to keep track of (as in Dungeon Command).  I may mark my cards along the bottom edge to serve this purpose.

Overall, this is a GREAT game, and well worth the purchase price.  It has given us hours of enjoyment and quality time together, untethered from our electronic devices.  The game lends itself to customization of monster sets allowing the utilization of monsters from other D&D sets (i.e., Dungeon Command).  Although there is no true character design, as the heroes are a predetermined group, with some imagination, there is no reason that you could not design your own hero cards.

Buy this game!",Why haven't you bought this already?!
Male,65,39.36,51,1355,postgraduate,EN,Web,1577,"I bought the game expecting that if I didn't enjoy the game, it was still a good price for a box full of mini's to use with other games.  But the game if a riot to play.  It's a random draw system based around a few key structures to provide a point to each dungeon crawl.  You could play the same run over and over and it'd probably be a few hundred times before it came up exactly the same.  A sense of desperation, but still not to tough.

It can combine with Castle Ravenloft and The Legend of Drizzt board games, each a stand alone set as well as this one.  A lot of online game modifications if you ever get tired of the main rules.  A few rules to learn, then most of the rules are given on the cards that are used in play.

One nice feature, 1-5 players.  If combined with the other titles, you could potentially play 1-15 players, though that's a lot people for this type of game.  Each player is partially running the game and playing at the same time.  The more players, the more monsters and traps and such, so it scales nicely in difficulty with however many players you have.

The mini's are unpainted, but still really nice looking.","Great game, great mini's"
Male,19,39.36,59,1060,graduate,EN,Web,1581,"The playing pieces are of better quality than I was expecting for a game made in this day and age.
Game play is fun, and replayability is high. I bought this for my son, who enjoys games like these. I used to play old-school RPG as a kid, and I think this does a good job recreating the old ""dungeon crawl"" experience without too much investment. I recommend this for anyone looking for fun who enjoys this genre.",Cool game!
Female,41,39.36,50,1413,postgraduate,EN,Web,1592,I got this for my nephews because all they do is play video games.  This is something a little more social and creative than shooting people in the head over and over again.,More creative and interactive option than another video game.
Female,70,39.36,48,1177,diploma,EN,Web,1618,"The best part of this game is that now you don't have to have a friend be the dungeon master and not join in on the fun. That, and sadly enough as I view my life, the fact that you can play all by yourself, it's like having all the fun of a videogame, but still being able to roll the dice",No DM needed
Male,18,39.36,59,1017,PhD,EN,Web,249,Fast reliable service. Very fun game. I play this game with my brothers and sisters and we all enjoy it.,Great family fun.
Female,34,39.36,47,1232,PhD,EN,Web,518,"For those just getting started in the DnD world or those who haven't played DnD in years if not decades this is a good way to get learn/re-acclimate yourself to the games. Played an adventure with a friend on the first day. While the amount of pieces, tokens, tiles, was a little overwhelming at first, got accustomed to the game pretty quickly and had quite a bit of fun.

My only con about it is, that Ashaldaron(the figure) seemed well it had great detail on it, but the assembling in factory seemed bad or poor. There is a slight gap between the two sections and what appears to be a slight overflow of glue that was used. I guess I kind of expected a one piece mold or if not a bit more care taken when assembling. I do plan on painting these figures at some point and I'm not sure whether this is normal or not. As well as whether it will be possible to really paint this particular figure without it looking off due to the gap/glue problem. Perhaps I got a bad piece, I'll probably end up talking to customer service about this issue and see about getting a replacement that was assembled properly.",Fun and easy to learn
Male,72,40.18,55,1322,PhD,EN,Web,2521,i haven't had a full chance to play with it yet but it is pretty cool. all the figures (even though unpainted) and neat and well sculpted. im getting in to the hobby of painting figures so the fact they are unpainted does not bother me. they are also very useful for any type of d&d campaign you are trying to do,WoA review
Female,45,40.18,42,1239,diploma,EN,Web,930,"Great game, it's a lot of fun if you're a D&D fan for sure.  It does take quite a bit of time to play and even more time to explain the rules to people, especially if they aren't familiar with D&D.  Lots of fun though.","It's like killing real dragons, but with plastic figurines instead"
